review,symbol_puntuation_removal,case_folding,tokenized,normalized,stopwords_removed,stemmed,final_text
"nyaman, ramah, tidak bising, sarapan enak, gelas bekas lipstik orang .. #saya ga pake lipstik",nyaman ramah tidak bising sarapan enak gelas bekas lipstik orang saya ga pake lipstik,nyaman ramah tidak bising sarapan enak gelas bekas lipstik orang saya ga pake lipstik,"['nyaman', 'ramah', 'tidak', 'bising', 'sarapan', 'enak', 'gelas', 'bekas', 'lipstik', 'orang', 'saya', 'ga', 'pake', 'lipstik']","['nyaman', 'ramah', 'tidak', 'bising', 'sarapan', 'enak', 'gelas', 'bekas', 'lipstik', 'orang', 'saya', 'tidak', 'pake', 'lipstik']","['nyaman', 'ramah', 'bising', 'sarapan', 'enak', 'gelas', 'bekas', 'lipstik', 'orang', 'pake', 'lipstik']","['nyaman', 'ramah', 'bising', 'sarap', 'enak', 'gelas', 'bekas', 'lipstik', 'orang', 'pake', 'lipstik']",nyaman ramah bising sarap enak gelas bekas lipstik orang pake lipstik
"ac tidak dingin,air sower kecil..",ac tidak dingin air sower kecil,ac tidak dingin air sower kecil,"['ac', 'tidak', 'dingin', 'air', 'sower', 'kecil']","['ac', 'tidak', 'dingin', 'air', 'sower', 'kecil']","['ac', 'dingin', 'air', 'sower']","['ac', 'dingin', 'air', 'sower']",ac dingin air sower
pelayanan buruk.. diketerangan receptionist 24 jam..  tapi tidak bisa check in malam jam 12 an..  nomor yang bisa dihubungi langsung tidak aktif,pelayanan buruk diketerangan receptionist jam tapi tidak bisa check in malam jam an nomor yang bisa dihubungi langsung tidak aktif,pelayanan buruk diketerangan receptionist jam tapi tidak bisa check in malam jam an nomor yang bisa dihubungi langsung tidak aktif,"['pelayanan', 'buruk', 'diketerangan', 'receptionist', 'jam', 'tapi', 'tidak', 'bisa', 'check', 'in', 'malam', 'jam', 'an', 'nomor', 'yang', 'bisa', 'dihubungi', 'langsung', 'tidak', 'aktif']","['pelayanan', 'buruk', 'diketerangan', 'receptionist', 'jam', 'tapi', 'tidak', 'bisa', 'check', 'in', 'malam', 'jam', 'an', 'nomor', 'yang', 'bisa', 'dihubungi', 'langsung', 'tidak', 'aktif']","['pelayanan', 'buruk', 'diketerangan', 'receptionist', 'jam', 'check', 'in', 'malam', 'jam', 'an', 'nomor', 'dihubungi', 'langsung', 'aktif']","['layan', 'buruk', 'terang', 'receptionist', 'jam', 'check', 'in', 'malam', 'jam', 'an', 'nomor', 'hubung', 'langsung', 'aktif']",layan buruk terang receptionist jam check in malam jam an nomor hubung langsung aktif
Lantai lembab,Lantai lembab,lantai lembab,"['lantai', 'lembab']","['lantai', 'lembab']","['lantai', 'lembab']","['lantai', 'lembab']",lantai lembab
perlu pengharum dikamar mandi dan air hangatnya mati.,perlu pengharum dikamar mandi dan air hangatnya mati,perlu pengharum dikamar mandi dan air hangatnya mati,"['perlu', 'pengharum', 'dikamar', 'mandi', 'dan', 'air', 'hangatnya', 'mati']","['perlu', 'pengharum', 'dikamar', 'mandi', 'dan', 'air', 'hangatnya', 'mati']","['pengharum', 'dikamar', 'mandi', 'air', 'hangatnya', 'mati']","['harum', 'kamar', 'mandi', 'air', 'hangat', 'mati']",harum kamar mandi air hangat mati
"Kamar baik, semua sesuai dengan yang dijanjikan airy rooms, tapi untuk pelayanan hotel dan kebersihan harus ditingkatkan lagi. Sarapan cuman ada mie dan telur orak arik, sangat kurang.",Kamar baik semua sesuai dengan yang dijanjikan airy rooms tapi untuk pelayanan hotel dan kebersihan harus ditingkatkan lagi Sarapan cuman ada mie dan telur orak arik sangat kurang,kamar baik semua sesuai dengan yang dijanjikan airy rooms tapi untuk pelayanan hotel dan kebersihan harus ditingkatkan lagi sarapan cuman ada mie dan telur orak arik sangat kurang,"['kamar', 'baik', 'semua', 'sesuai', 'dengan', 'yang', 'dijanjikan', 'airy', 'rooms', 'tapi', 'untuk', 'pelayanan', 'hotel', 'dan', 'kebersihan', 'harus', 'ditingkatkan', 'lagi', 'sarapan', 'cuman', 'ada', 'mie', 'dan', 'telur', 'orak', 'arik', 'sangat', 'kurang']","['kamar', 'baik', 'semua', 'sesuai', 'dengan', 'yang', 'dijanjikan', 'airy', 'rooms', 'tapi', 'untuk', 'pelayanan', 'hotel', 'dan', 'kebersihan', 'harus', 'ditingkatkan', 'lagi', 'sarapan', 'cuman', 'ada', 'mie', 'dan', 'telur', 'orak', 'arik', 'sangat', 'kurang']","['kamar', 'sesuai', 'dijanjikan', 'airy', 'rooms', 'pelayanan', 'hotel', 'kebersihan', 'ditingkatkan', 'sarapan', 'cuman', 'mie', 'telur', 'orak', 'arik']","['kamar', 'sesuai', 'janji', 'airy', 'rooms', 'layan', 'hotel', 'bersih', 'tingkat', 'sarap', 'cuman', 'mie', 'telur', 'orak', 'arik']",kamar sesuai janji airy rooms layan hotel bersih tingkat sarap cuman mie telur orak arik
hotel d area persawahan bagus buat yg mau cari ketenangan.. fasilitas lengkap.. tp masih kotor dan banyak kerak dan debu d kamar n kamar mandi saya coba maklumi karna sedang ada renovasi,hotel d area persawahan bagus buat yg mau cari ketenangan fasilitas lengkap tp masih kotor dan banyak kerak dan debu d kamar n kamar mandi saya coba maklumi karna sedang ada renovasi,hotel d area persawahan bagus buat yg mau cari ketenangan fasilitas lengkap tp masih kotor dan banyak kerak dan debu d kamar n kamar mandi saya coba maklumi karna sedang ada renovasi,"['hotel', 'd', 'area', 'persawahan', 'bagus', 'buat', 'yg', 'mau', 'cari', 'ketenangan', 'fasilitas', 'lengkap', 'tp', 'masih', 'kotor', 'dan', 'banyak', 'kerak', 'dan', 'debu', 'd', 'kamar', 'n', 'kamar', 'mandi', 'saya', 'coba', 'maklumi', 'karna', 'sedang', 'ada', 'renovasi']","['hotel', 'd', 'area', 'persawahan', 'bagus', 'buat', 'yg', 'mau', 'cari', 'ketenangan', 'fasilitas', 'lengkap', 'tapi', 'masih', 'kotor', 'dan', 'banyak', 'kerak', 'dan', 'debu', 'd', 'kamar', 'n', 'kamar', 'mandi', 'saya', 'coba', 'maklumi', 'karna', 'sedang', 'ada', 'renovasi']","['hotel', 'd', 'area', 'persawahan', 'bagus', 'cari', 'ketenangan', 'fasilitas', 'lengkap', 'kotor', 'kerak', 'debu', 'd', 'kamar', 'n', 'kamar', 'mandi', 'coba', 'maklumi', 'karna', 'renovasi']","['hotel', 'd', 'area', 'sawah', 'bagus', 'cari', 'tenang', 'fasilitas', 'lengkap', 'kotor', 'kerak', 'debu', 'd', 'kamar', 'n', 'kamar', 'mandi', 'coba', 'maklum', 'karna', 'renovasi']",hotel d area sawah bagus cari tenang fasilitas lengkap kotor kerak debu d kamar n kamar mandi coba maklum karna renovasi
"lokasi di daerah komplek,. kalau untu kamar yg singel room itu mmg kecil, area untu sholat di kamar terbatas, mungkin kedepannya bisa diganti spreinya soalnya ada noda yg kurang sedap dipandang, tapi secara keseluruhan untuk yg menginap sehari sangat cocok dengan budget minimal, selain itu air panasnya juga ada",lokasi di daerah komplek kalau untu kamar yg singel room itu mmg kecil area untu sholat di kamar terbatas mungkin kedepannya bisa diganti spreinya soalnya ada noda yg kurang sedap dipandang tapi secara keseluruhan untuk yg menginap sehari sangat cocok dengan budget minimal selain itu air panasnya juga ada,lokasi di daerah komplek kalau untu kamar yg singel room itu mmg kecil area untu sholat di kamar terbatas mungkin kedepannya bisa diganti spreinya soalnya ada noda yg kurang sedap dipandang tapi secara keseluruhan untuk yg menginap sehari sangat cocok dengan budget minimal selain itu air panasnya juga ada,"['lokasi', 'di', 'daerah', 'komplek', 'kalau', 'untu', 'kamar', 'yg', 'singel', 'room', 'itu', 'mmg', 'kecil', 'area', 'untu', 'sholat', 'di', 'kamar', 'terbatas', 'mungkin', 'kedepannya', 'bisa', 'diganti', 'spreinya', 'soalnya', 'ada', 'noda', 'yg', 'kurang', 'sedap', 'dipandang', 'tapi', 'secara', 'keseluruhan', 'untuk', 'yg', 'menginap', 'sehari', 'sangat', 'cocok', 'dengan', 'budget', 'minimal', 'selain', 'itu', 'air', 'panasnya', 'juga', 'ada']","['lokasi', 'di', 'daerah', 'komplek', 'kalau', 'untu', 'kamar', 'yg', 'singel', 'room', 'itu', 'mmg', 'kecil', 'area', 'untu', 'sholat', 'di', 'kamar', 'terbatas', 'mungkin', 'kedepannya', 'bisa', 'diganti', 'spreinya', 'soalnya', 'ada', 'noda', 'yg', 'kurang', 'sedap', 'dipandang', 'tapi', 'secara', 'keseluruhan', 'untuk', 'yg', 'menginap', 'sehari', 'sangat', 'cocok', 'dengan', 'budget', 'minimal', 'selain', 'itu', 'air', 'panasnya', 'juga', 'ada']","['lokasi', 'daerah', 'komplek', 'untu', 'kamar', 'singel', 'room', 'mmg', 'area', 'untu', 'sholat', 'kamar', 'terbatas', 'kedepannya', 'diganti', 'spreinya', 'noda', 'sedap', 'dipandang', 'menginap', 'sehari', 'cocok', 'budget', 'minimal', 'air', 'panasnya']","['lokasi', 'daerah', 'komplek', 'untu', 'kamar', 'singel', 'room', 'mmg', 'area', 'untu', 'sholat', 'kamar', 'batas', 'depan', 'ganti', 'spreinya', 'noda', 'sedap', 'pandang', 'inap', 'hari', 'cocok', 'budget', 'minimal', 'air', 'panas']",lokasi daerah komplek untu kamar singel room mmg area untu sholat kamar batas depan ganti spreinya noda sedap pandang inap hari cocok budget minimal air panas
WiFi kurang stabil tapi untuk keseluruhan ok,WiFi kurang stabil tapi untuk keseluruhan ok,wifi kurang stabil tapi untuk keseluruhan ok,"['wifi', 'kurang', 'stabil', 'tapi', 'untuk', 'keseluruhan', 'ok']","['wifi', 'kurang', 'stabil', 'tapi', 'untuk', 'keseluruhan', 'ok']","['wifi', 'stabil', 'ok']","['wifi', 'stabil', 'ok']",wifi stabil ok
banyak jajanan d luar hotel.. kamar mandi nya bau kurang bersih dan licin gak ada keset pula,banyak jajanan d luar hotel kamar mandi nya bau kurang bersih dan licin gak ada keset pula,banyak jajanan d luar hotel kamar mandi nya bau kurang bersih dan licin gak ada keset pula,"['banyak', 'jajanan', 'd', 'luar', 'hotel', 'kamar', 'mandi', 'nya', 'bau', 'kurang', 'bersih', 'dan', 'licin', 'gak', 'ada', 'keset', 'pula']","['banyak', 'jajanan', 'd', 'luar', 'hotel', 'kamar', 'mandi', 'nya', 'bau', 'kurang', 'bersih', 'dan', 'licin', 'tidak', 'ada', 'keset', 'pula']","['jajanan', 'd', 'hotel', 'kamar', 'mandi', 'nya', 'bau', 'bersih', 'licin', 'keset']","['jajan', 'd', 'hotel', 'kamar', 'mandi', 'nya', 'bau', 'bersih', 'licin', 'keset']",jajan d hotel kamar mandi nya bau bersih licin keset
Kamarnya kotor + berdebu + banyak nyamuk + toilet rusak pelayannya ramah baik,Kamarnya kotor berdebu banyak nyamuk toilet rusak pelayannya ramah baik,kamarnya kotor berdebu banyak nyamuk toilet rusak pelayannya ramah baik,"['kamarnya', 'kotor', 'berdebu', 'banyak', 'nyamuk', 'toilet', 'rusak', 'pelayannya', 'ramah', 'baik']","['kamarnya', 'kotor', 'berdebu', 'banyak', 'nyamuk', 'toilet', 'rusak', 'pelayannya', 'ramah', 'baik']","['kamarnya', 'kotor', 'berdebu', 'nyamuk', 'toilet', 'rusak', 'pelayannya', 'ramah']","['kamar', 'kotor', 'debu', 'nyamuk', 'toilet', 'rusak', 'layan', 'ramah']",kamar kotor debu nyamuk toilet rusak layan ramah
"Parkiran sempit ,  wifi lemot,  jaringan gada sinyal, breakfast cuma 2 opsi mie goreng dan nasi goreng itupun udah dibungkus pake wadah kecil,  dingin dan anyep rasanya =(",Parkiran sempit wifi lemot jaringan gada sinyal breakfast cuma opsi mie goreng dan nasi goreng itupun udah dibungkus pake wadah kecil dingin dan anyep rasanya,parkiran sempit wifi lemot jaringan gada sinyal breakfast cuma opsi mie goreng dan nasi goreng itupun udah dibungkus pake wadah kecil dingin dan anyep rasanya,"['parkiran', 'sempit', 'wifi', 'lemot', 'jaringan', 'gada', 'sinyal', 'breakfast', 'cuma', 'opsi', 'mie', 'goreng', 'dan', 'nasi', 'goreng', 'itupun', 'udah', 'dibungkus', 'pake', 'wadah', 'kecil', 'dingin', 'dan', 'anyep', 'rasanya']","['parkiran', 'sempit', 'wifi', 'lemot', 'jaringan', 'gada', 'sinyal', 'breakfast', 'cuma', 'opsi', 'mie', 'goreng', 'dan', 'nasi', 'goreng', 'itupun', 'udah', 'dibungkus', 'pake', 'wadah', 'kecil', 'dingin', 'dan', 'anyep', 'rasanya']","['parkiran', 'sempit', 'wifi', 'lemot', 'jaringan', 'gada', 'sinyal', 'breakfast', 'opsi', 'mie', 'goreng', 'nasi', 'goreng', 'itupun', 'udah', 'dibungkus', 'pake', 'wadah', 'dingin', 'anyep']","['parkir', 'sempit', 'wifi', 'lot', 'jaring', 'gada', 'sinyal', 'breakfast', 'opsi', 'mie', 'goreng', 'nasi', 'goreng', 'itu', 'udah', 'bungkus', 'pake', 'wadah', 'dingin', 'anyep']",parkir sempit wifi lot jaring gada sinyal breakfast opsi mie goreng nasi goreng itu udah bungkus pake wadah dingin anyep
"petugas ramah, fasilitas lumayan lengkap. kebersihan kurang begitu baik. perlu lebih teliti lagi. ",petugas ramah fasilitas lumayan lengkap kebersihan kurang begitu baik perlu lebih teliti lagi,petugas ramah fasilitas lumayan lengkap kebersihan kurang begitu baik perlu lebih teliti lagi,"['petugas', 'ramah', 'fasilitas', 'lumayan', 'lengkap', 'kebersihan', 'kurang', 'begitu', 'baik', 'perlu', 'lebih', 'teliti', 'lagi']","['petugas', 'ramah', 'fasilitas', 'lumayan', 'lengkap', 'kebersihan', 'kurang', 'begitu', 'baik', 'perlu', 'lebih', 'teliti', 'lagi']","['petugas', 'ramah', 'fasilitas', 'lumayan', 'lengkap', 'kebersihan', 'teliti']","['tugas', 'ramah', 'fasilitas', 'lumayan', 'lengkap', 'bersih', 'teliti']",tugas ramah fasilitas lumayan lengkap bersih teliti
"Harga yang dibayar sesuai dengan yang didapat. Kebersihan lumayan. Pelayanan ramah, baik. Perlu diperbaiki saluran TV yang kurang bagus, WiFi putus saat malam",Harga yang dibayar sesuai dengan yang didapat Kebersihan lumayan Pelayanan ramah baik Perlu diperbaiki saluran TV yang kurang bagus WiFi putus saat malam,harga yang dibayar sesuai dengan yang didapat kebersihan lumayan pelayanan ramah baik perlu diperbaiki saluran tv yang kurang bagus wifi putus saat malam,"['harga', 'yang', 'dibayar', 'sesuai', 'dengan', 'yang', 'didapat', 'kebersihan', 'lumayan', 'pelayanan', 'ramah', 'baik', 'perlu', 'diperbaiki', 'saluran', 'tv', 'yang', 'kurang', 'bagus', 'wifi', 'putus', 'saat', 'malam']","['harga', 'yang', 'dibayar', 'sesuai', 'dengan', 'yang', 'didapat', 'kebersihan', 'lumayan', 'pelayanan', 'ramah', 'baik', 'perlu', 'diperbaiki', 'saluran', 'tv', 'yang', 'kurang', 'bagus', 'wifi', 'putus', 'saat', 'malam']","['harga', 'dibayar', 'sesuai', 'kebersihan', 'lumayan', 'pelayanan', 'ramah', 'diperbaiki', 'saluran', 'tv', 'bagus', 'wifi', 'putus', 'malam']","['harga', 'bayar', 'sesuai', 'bersih', 'lumayan', 'layan', 'ramah', 'baik', 'salur', 'tv', 'bagus', 'wifi', 'putus', 'malam']",harga bayar sesuai bersih lumayan layan ramah baik salur tv bagus wifi putus malam
Lokasi sngt strategis sngt dekat dngan pusat prblanjaan dan kuliner.. facilities good.. tpi porses chek in nunggu lama krn kamar blm rapi dan blm siap.. !! unprofesional!! ,Lokasi sngt strategis sngt dekat dngan pusat prblanjaan dan kuliner facilities good tpi porses chek in nunggu lama krn kamar blm rapi dan blm siap unprofesional,lokasi sngt strategis sngt dekat dngan pusat prblanjaan dan kuliner facilities good tpi porses chek in nunggu lama krn kamar blm rapi dan blm siap unprofesional,"['lokasi', 'sngt', 'strategis', 'sngt', 'dekat', 'dngan', 'pusat', 'prblanjaan', 'dan', 'kuliner', 'facilities', 'good', 'tpi', 'porses', 'chek', 'in', 'nunggu', 'lama', 'krn', 'kamar', 'blm', 'rapi', 'dan', 'blm', 'siap', 'unprofesional']","['lokasi', 'sngt', 'strategis', 'sngt', 'dekat', 'dngan', 'pusat', 'prblanjaan', 'dan', 'kuliner', 'facilities', 'good', 'tpi', 'porses', 'chek', 'in', 'nunggu', 'lama', 'krn', 'kamar', 'blm', 'rapi', 'dan', 'blm', 'siap', 'unprofesional']","['lokasi', 'sngt', 'strategis', 'sngt', 'dngan', 'pusat', 'prblanjaan', 'kuliner', 'facilities', 'good', 'tpi', 'porses', 'chek', 'in', 'nunggu', 'krn', 'kamar', 'blm', 'rapi', 'blm', 'unprofesional']","['lokasi', 'sngt', 'strategis', 'sngt', 'dngan', 'pusat', 'prblanjaan', 'kuliner', 'facilities', 'good', 'tpi', 'porses', 'chek', 'in', 'nunggu', 'krn', 'kamar', 'blm', 'rapi', 'blm', 'unprofesional']",lokasi sngt strategis sngt dngan pusat prblanjaan kuliner facilities good tpi porses chek in nunggu krn kamar blm rapi blm unprofesional
"kamar 617 panas. hari pertama minta dibenarkan. hari kedua masih panas. komplain ke resepsionis tidak direspon oleh tim maintenance. Semalaman air conditioner tidak menyala, terpaksa buka jndela",kamar panas hari pertama minta dibenarkan hari kedua masih panas komplain ke resepsionis tidak direspon oleh tim maintenance Semalaman air conditioner tidak menyala terpaksa buka jndela,kamar panas hari pertama minta dibenarkan hari kedua masih panas komplain ke resepsionis tidak direspon oleh tim maintenance semalaman air conditioner tidak menyala terpaksa buka jndela,"['kamar', 'panas', 'hari', 'pertama', 'minta', 'dibenarkan', 'hari', 'kedua', 'masih', 'panas', 'komplain', 'ke', 'resepsionis', 'tidak', 'direspon', 'oleh', 'tim', 'maintenance', 'semalaman', 'air', 'conditioner', 'tidak', 'menyala', 'terpaksa', 'buka', 'jndela']","['kamar', 'panas', 'hari', 'pertama', 'minta', 'dibenarkan', 'hari', 'kedua', 'masih', 'panas', 'komplain', 'ke', 'resepsionis', 'tidak', 'direspon', 'oleh', 'tim', 'maintenance', 'semalaman', 'air', 'conditioner', 'tidak', 'menyala', 'terpaksa', 'buka', 'jndela']","['kamar', 'panas', 'dibenarkan', 'panas', 'komplain', 'resepsionis', 'direspon', 'tim', 'maintenance', 'semalaman', 'air', 'conditioner', 'menyala', 'terpaksa', 'buka', 'jndela']","['kamar', 'panas', 'benar', 'panas', 'komplain', 'resepsionis', 'direspon', 'tim', 'maintenance', 'malam', 'air', 'conditioner', 'nyala', 'paksa', 'buka', 'jndela']",kamar panas benar panas komplain resepsionis direspon tim maintenance malam air conditioner nyala paksa buka jndela
"kecewa tempat kotorrr, ga ada air panas, shower tdk berfungsi, tempat tidur dan sprei kotor, tv dan AC bocor dan tidak ada remotenya, kulkas mati tdk berfungsi, sarapan pagi tdk dikasih, semuanya tidak sesuai yg ditawarkan....tidaka puasss",kecewa tempat kotorrr ga ada air panas shower tdk berfungsi tempat tidur dan sprei kotor tv dan AC bocor dan tidak ada remotenya kulkas mati tdk berfungsi sarapan pagi tdk dikasih semuanya tidak sesuai yg ditawarkan tidaka puasss,kecewa tempat kotorrr ga ada air panas shower tdk berfungsi tempat tidur dan sprei kotor tv dan ac bocor dan tidak ada remotenya kulkas mati tdk berfungsi sarapan pagi tdk dikasih semuanya tidak sesuai yg ditawarkan tidaka puasss,"['kecewa', 'tempat', 'kotorrr', 'ga', 'ada', 'air', 'panas', 'shower', 'tdk', 'berfungsi', 'tempat', 'tidur', 'dan', 'sprei', 'kotor', 'tv', 'dan', 'ac', 'bocor', 'dan', 'tidak', 'ada', 'remotenya', 'kulkas', 'mati', 'tdk', 'berfungsi', 'sarapan', 'pagi', 'tdk', 'dikasih', 'semuanya', 'tidak', 'sesuai', 'yg', 'ditawarkan', 'tidaka', 'puasss']","['kecewa', 'tempat', 'kotorrr', 'tidak', 'ada', 'air', 'panas', 'shower', 'tidak', 'berfungsi', 'tempat', 'tidur', 'dan', 'sprei', 'kotor', 'tv', 'dan', 'ac', 'bocor', 'dan', 'tidak', 'ada', 'remotenya', 'kulkas', 'mati', 'tidak', 'berfungsi', 'sarapan', 'pagi', 'tidak', 'dikasih', 'semuanya', 'tidak', 'sesuai', 'yg', 'ditawarkan', 'tidaka', 'puasss']","['kecewa', 'kotorrr', 'air', 'panas', 'shower', 'berfungsi', 'tidur', 'sprei', 'kotor', 'tv', 'ac', 'bocor', 'remotenya', 'kulkas', 'mati', 'berfungsi', 'sarapan', 'pagi', 'dikasih', 'sesuai', 'ditawarkan', 'tidaka', 'puasss']","['kecewa', 'kotorrr', 'air', 'panas', 'shower', 'fungsi', 'tidur', 'sprei', 'kotor', 'tv', 'ac', 'bocor', 'remotenya', 'kulkas', 'mati', 'fungsi', 'sarap', 'pagi', 'kasih', 'sesuai', 'tawar', 'tidaka', 'puasss']",kecewa kotorrr air panas shower fungsi tidur sprei kotor tv ac bocor remotenya kulkas mati fungsi sarap pagi kasih sesuai tawar tidaka puasss
Pelayanan kurang cepat dan air hangat nya tidak berfungsi...selebihnya sudah sesuai SOP,Pelayanan kurang cepat dan air hangat nya tidak berfungsi selebihnya sudah sesuai SOP,pelayanan kurang cepat dan air hangat nya tidak berfungsi selebihnya sudah sesuai sop,"['pelayanan', 'kurang', 'cepat', 'dan', 'air', 'hangat', 'nya', 'tidak', 'berfungsi', 'selebihnya', 'sudah', 'sesuai', 'sop']","['pelayanan', 'kurang', 'cepat', 'dan', 'air', 'hangat', 'nya', 'tidak', 'berfungsi', 'selebihnya', 'sudah', 'sesuai', 'sop']","['pelayanan', 'cepat', 'air', 'hangat', 'nya', 'berfungsi', 'selebihnya', 'sesuai', 'sop']","['layan', 'cepat', 'air', 'hangat', 'nya', 'fungsi', 'lebih', 'sesuai', 'sop']",layan cepat air hangat nya fungsi lebih sesuai sop
"saat cek in kamar blm siap, handuk & perlengkapan mandi belum ada.. water heater tidak ada.. fasilitas hotel yang lain cukup ok",saat cek in kamar blm siap handuk perlengkapan mandi belum ada water heater tidak ada fasilitas hotel yang lain cukup ok,saat cek in kamar blm siap handuk perlengkapan mandi belum ada water heater tidak ada fasilitas hotel yang lain cukup ok,"['saat', 'cek', 'in', 'kamar', 'blm', 'siap', 'handuk', 'perlengkapan', 'mandi', 'belum', 'ada', 'water', 'heater', 'tidak', 'ada', 'fasilitas', 'hotel', 'yang', 'lain', 'cukup', 'ok']","['saat', 'cek', 'in', 'kamar', 'blm', 'siap', 'handuk', 'perlengkapan', 'mandi', 'belum', 'ada', 'water', 'heater', 'tidak', 'ada', 'fasilitas', 'hotel', 'yang', 'lain', 'cukup', 'ok']","['cek', 'in', 'kamar', 'blm', 'handuk', 'perlengkapan', 'mandi', 'water', 'heater', 'fasilitas', 'hotel', 'ok']","['cek', 'in', 'kamar', 'blm', 'handuk', 'lengkap', 'mandi', 'water', 'heater', 'fasilitas', 'hotel', 'ok']",cek in kamar blm handuk lengkap mandi water heater fasilitas hotel ok
